wl;refl
493.209575;0.072793
493.404983;0.073576
493.600391;0.070093
493.795799;0.075739
493.991207;0.070508
494.186615;0.073531
494.382022;0.075253
494.57743;0.076467
494.772838;0.073347
494.968246;0.074429
495.163654;0.074236
495.359062;0.07199
495.55447;0.073681
495.749878;0.072425
495.945286;0.073691
496.140694;0.076053
496.336102;0.074346
496.53151;0.073576
496.726917;0.074084
496.922325;0.073401
497.117733;0.073243
497.313141;0.072429
497.508549;0.075873
497.703957;0.074683
497.899365;0.072664
498.094773;0.073486
498.290181;0.073132
498.485589;0.070196
498.680997;0.072632
498.876404;0.07208
499.071812;0.070841
499.26722;0.072657
499.462628;0.071697
499.658036;0.073435
499.853444;0.072673
500.048852;0.072945
500.24426;0.073592
500.439668;0.073711
500.635076;0.072399
500.830484;0.070628
501.025892;0.072864
501.221299;0.072376
501.416707;0.07036
501.612115;0.072992
501.807523;0.071667
502.002931;0.07212
502.198339;0.070973
502.393747;0.070355
502.589155;0.07021
502.784563;0.071172
502.979971;0.070534
503.175379;0.069459
503.370787;0.069886
503.566194;0.069359
503.761602;0.071169
503.95701;0.069516
504.152418;0.070142
504.347826;0.069434
504.543234;0.068991
504.738642;0.0691
504.93405;0.070366
505.129458;0.06937
505.324866;0.06908
505.520274;0.069905
505.715681;0.069411
505.911089;0.06915
506.106497;0.069971
506.301905;0.069134
506.497313;0.069714
506.692721;0.069899
506.888129;0.06888
507.083537;0.069161
507.278945;0.069019
507.474353;0.067924
507.669761;0.068871
507.865169;0.068717
508.060576;0.071014
508.255984;0.070302
508.451392;0.069596
508.6468;0.070045
508.842208;0.068629
509.037616;0.069036
509.233024;0.068416
509.428432;0.068251
509.62384;0.067675
509.819248;0.067983
510.014656;0.068794
510.210064;0.068735
510.405471;0.069156
510.600879;0.068011
510.796287;0.067528
510.991695;0.068103
511.187103;0.067874
511.382511;0.06774
511.577919;0.067829
511.773327;0.067769
511.968735;0.067488
512.164143;0.068554
512.359551;0.069399
512.554958;0.067711
512.750366;0.066949
512.945774;0.067014
513.141182;0.067024
513.33659;0.066841
513.531998;0.068052
513.727406;0.068286
513.922814;0.067662
514.118222;0.067982
514.31363;0.067069
514.509038;0.067215
514.704446;0.067631
514.899853;0.068043
515.095261;0.069533
515.290669;0.069462
515.486077;0.069843
515.681485;0.068838
515.876893;0.068318
516.072301;0.067349
516.267709;0.066366
516.463117;0.067121
516.658525;0.068041
516.853933;0.068452
517.04934;0.06852
517.244748;0.067359
517.440156;0.068233
517.635564;0.068032
517.830972;0.06915
518.02638;0.068883
518.221788;0.06911
518.417196;0.070027
518.612604;0.06972
518.808012;0.068487
519.00342;0.068656
519.198828;0.068961
519.394235;0.06972
519.589643;0.069983
519.785051;0.070796
519.980459;0.069364
520.175867;0.070699
520.371275;0.069608
520.566683;0.068484
520.762091;0.068891
520.957499;0.069821
521.152907;0.07061
521.348315;0.071574
521.543723;0.071658
521.73913;0.071746
521.934538;0.072321
522.129946;0.071665
522.325354;0.070906
522.520762;0.071637
522.71617;0.071463
522.911578;0.072357
523.106986;0.072669
523.302394;0.072505
523.497802;0.072756
523.69321;0.072784
523.888617;0.07405
524.084025;0.074196
524.279433;0.074041
524.474841;0.074383
524.670249;0.074542
524.865657;0.074551
525.061065;0.07516
525.256473;0.074758
525.451881;0.074104
525.647289;0.073988
525.842697;0.074315
526.038105;0.075486
526.233512;0.074837
526.42892;0.075811
526.624328;0.074746
526.819736;0.074749
527.015144;0.073722
527.210552;0.072277
527.40596;0.07213
527.601368;0.071762
527.796776;0.072347
527.992184;0.072161
528.187592;0.072001
528.383;0.071727
528.578407;0.069772
528.773815;0.069344
528.969223;0.068229
529.164631;0.068284
529.360039;0.066125
529.555447;0.065689
529.750855;0.065765
529.946263;0.063264
530.141671;0.061959
530.337079;0.060732
530.532487;0.059795
530.727894;0.058787
530.923302;0.057343
531.11871;0.056409
531.314118;0.055538
531.509526;0.055515
531.704934;0.05397
531.900342;0.052875
532.09575;0.050642
532.291158;0.049764
532.486566;0.048097
532.681974;0.047389
532.877382;0.046598
533.072789;0.045952
533.268197;0.045467
533.463605;0.044319
533.659013;0.043798
533.854421;0.043966
534.049829;0.043497
534.245237;0.042309
534.440645;0.042261
534.636053;0.041225
534.831461;0.041512
535.026869;0.041275
535.222277;0.041451
535.417684;0.041615
535.613092;0.042577
535.8085;0.042518
536.003908;0.043002
536.199316;0.043518
536.394724;0.043689
536.590132;0.045278
536.78554;0.046491
536.980948;0.047778
537.176356;0.047674
537.371764;0.04891
537.567171;0.049832
537.762579;0.05072
537.957987;0.052827
538.153395;0.054226
538.348803;0.054917
538.544211;0.056943
538.739619;0.058747
538.935027;0.060614
539.130435;0.062919
539.325843;0.065236
539.521251;0.067849
539.716659;0.070178
539.912066;0.073888
540.107474;0.076445
540.302882;0.07994
540.49829;0.082547
540.693698;0.084861
540.889106;0.08708
541.084514;0.087647
541.279922;0.089239
541.47533;0.090955
541.670738;0.092261
541.866146;0.092099
542.061553;0.091797
542.256961;0.093517
542.452369;0.094622
542.647777;0.097724
542.843185;0.098729
543.038593;0.10041
543.234001;0.10008
543.429409;0.10162
543.624817;0.10399
543.820225;0.10641
544.015633;0.10915
544.211041;0.10961
544.406448;0.11349
544.601856;0.11539
544.797264;0.11817
544.992672;0.11948
545.18808;0.12116
545.383488;0.12338
545.578896;0.12623
545.774304;0.12698
545.969712;0.12569
546.16512;0.12693
546.360528;0.12652
546.555936;0.12508
546.751343;0.12509
546.946751;0.12572
547.142159;0.12813
547.337567;0.13099
547.532975;0.1294
547.728383;0.1276
547.923791;0.1277
548.119199;0.12963
548.314607;0.1295
548.510015;0.1288
548.705423;0.13074
548.90083;0.13153
549.096238;0.13114
549.291646;0.13329
549.487054;0.13588
549.682462;0.13874
549.87787;0.13989
550.073278;0.13957
550.268686;0.14128
550.464094;0.14186
550.659502;0.14123
550.85491;0.1425
551.050318;0.1415
551.245725;0.14064
551.441133;0.13969
551.636541;0.14273
551.831949;0.14198
552.027357;0.14318
552.222765;0.14096
552.418173;0.14183
552.613581;0.14121
552.808989;0.14313
553.004397;0.14281
553.199805;0.14001
553.395213;0.13893
553.59062;0.13886
553.786028;0.13582
553.981436;0.13713
554.176844;0.13445
554.372252;0.13366
554.56766;0.13342
554.763068;0.13463
554.958476;0.13537
555.153884;0.13709
555.349292;0.13442
555.5447;0.13296
555.740107;0.13109
555.935515;0.12986
556.130923;0.13088
556.326331;0.12781
556.521739;0.12575
556.717147;0.12341
556.912555;0.12312
557.107963;0.12405
557.303371;0.12283
557.498779;0.1229
557.694187;0.12295
557.889595;0.12431
558.085002;0.12477
558.28041;0.12503
558.475818;0.1212
558.671226;0.11888
558.866634;0.11859
559.062042;0.11472
559.25745;0.11276
559.452858;0.11323
559.648266;0.10958
559.843674;0.10541
560.039082;0.1028
560.234489;0.099305
560.429897;0.097929
560.625305;0.09637
560.820713;0.095133
561.016121;0.093602
561.211529;0.094991
561.406937;0.096437
561.602345;0.094253
561.797753;0.091752
561.993161;0.090116
562.188569;0.089532
562.383977;0.087739
562.579384;0.084913
562.774792;0.083387
562.9702;0.082705
563.165608;0.082051
563.361016;0.081284
563.556424;0.081103
563.751832;0.081067
563.94724;0.083054
564.142648;0.084301
564.338056;0.08531
564.533464;0.084935
564.728872;0.08428
564.924279;0.082186
565.119687;0.079733
565.315095;0.077767
565.510503;0.074997
565.705911;0.072482
565.901319;0.068246
566.096727;0.06447
566.292135;0.061687
566.487543;0.057986
566.682951;0.054831
566.878359;0.052225
567.073766;0.048392
567.269174;0.046523
567.464582;0.043965
567.65999;0.04134
567.855398;0.039635
568.050806;0.039155
568.246214;0.038503
568.441622;0.037215
568.63703;0.036244
568.832438;0.035944
569.027846;0.035187
569.223254;0.034507
569.418661;0.032962
569.614069;0.031271
569.809477;0.031649
570.004885;0.030594
570.200293;0.029606
570.395701;0.029602
570.591109;0.031197
570.786517;0.03083
570.981925;0.030153
571.177333;0.030253
571.372741;0.030689
571.568149;0.030792
571.763556;0.029971
571.958964;0.030347
572.154372;0.029813
572.34978;0.029781
572.545188;0.029258
572.740596;0.0276
572.936004;0.026698
573.131412;0.026721
573.32682;0.026524
573.522228;0.025865
573.717636;0.025797
573.913043;0.025754
574.108451;0.025263
574.303859;0.024999
574.499267;0.025174
574.694675;0.024728
574.890083;0.024698
575.085491;0.026354
575.280899;0.026773
575.476307;0.027668
575.671715;0.02871
575.867123;0.028947
576.062531;0.030794
576.257938;0.031799
576.453346;0.033053
576.648754;0.034634
576.844162;0.036023
577.03957;0.037918
577.234978;0.039038
577.430386;0.040263
577.625794;0.042236
577.821202;0.04234
578.01661;0.043759
578.212018;0.044966
578.407426;0.04551
578.602833;0.047037
578.798241;0.046924
578.993649;0.046251
579.189057;0.048185
579.384465;0.045664
579.579873;0.04502
579.775281;0.044771
579.970689;0.04325
580.166097;0.042956
580.361505;0.043396
580.556913;0.041159
580.75232;0.041112
580.947728;0.041257
581.143136;0.040505
581.338544;0.039662
581.533952;0.040999
581.72936;0.039595
581.924768;0.040439
582.120176;0.040776
582.315584;0.041096
582.510992;0.042797
582.7064;0.044097
582.901808;0.044303
583.097215;0.046354
583.292623;0.044816
583.488031;0.0459
583.683439;0.04645
583.878847;0.047538
584.074255;0.04928
584.269663;0.050965
584.465071;0.053256
584.660479;0.054936
584.855887;0.05751
585.051295;0.061921
585.246702;0.063206
585.44211;0.065331
585.637518;0.068218
585.832926;0.071287
586.028334;0.076043
586.223742;0.07899
586.41915;0.083736
586.614558;0.085479
586.809966;0.08673
587.005374;0.086312
587.200782;0.087861
587.39619;0.087172
587.591597;0.085339
587.787005;0.086717
587.982413;0.085167
588.177821;0.084196
588.373229;0.083339
588.568637;0.084366
588.764045;0.083798
588.959453;0.08386
589.154861;0.084417
589.350269;0.084378
589.545677;0.084727
589.741085;0.085915
589.936492;0.087991
590.1319;0.087865
590.327308;0.086171
590.522716;0.083547
590.718124;0.083207
590.913532;0.082767
591.10894;0.082308
591.304348;0.080216
591.499756;0.082717
591.695164;0.084663
591.890572;0.085863
592.085979;0.085307
592.281387;0.085398
592.476795;0.083796
592.672203;0.085005
592.867611;0.086551
593.063019;0.087386
593.258427;0.084938
593.453835;0.084945
593.649243;0.087783
593.844651;0.089647
594.040059;0.090601
594.235467;0.093553
594.430874;0.095158
594.626282;0.09908
594.82169;0.10176
595.017098;0.1082
595.212506;0.10944
595.407914;0.11499
595.603322;0.11929
595.79873;0.11981
595.994138;0.12223
596.189546;0.12294
596.384954;0.12698
596.580362;0.12837
596.775769;0.12905
596.971177;0.12731
597.166585;0.12934
597.361993;0.1269
597.557401;0.12488
597.752809;0.12647
597.948217;0.12339
598.143625;0.12598
598.339033;0.12387
598.534441;0.12306
598.729849;0.12064
598.925256;0.12424
599.120664;0.12435
599.316072;0.12514
599.51148;0.12425
599.706888;0.12303
599.902296;0.11839
600.097704;0.12059
600.293112;0.1165
600.48852;0.11833
600.683928;0.11761
600.879336;0.1193
601.074744;0.12238
601.270151;0.12185
601.465559;0.12279
601.660967;0.12641
601.856375;0.12559
602.051783;0.12211
602.247191;0.12131
602.442599;0.12054
602.638007;0.12233
602.833415;0.12274
603.028823;0.12236
603.224231;0.12288
603.419638;0.12356
603.615046;0.12154
603.810454;0.1228
604.005862;0.12294
604.20127;0.12404
604.396678;0.12363
604.592086;0.12864
604.787494;0.12882
604.982902;0.1281
605.17831;0.12916
605.373718;0.12703
605.569126;0.12842
605.764533;0.1269
605.959941;0.12871
606.155349;0.12971
606.350757;0.12964
606.546165;0.12926
606.741573;0.13441
606.936981;0.1386
607.132389;0.14018
607.327797;0.14266
607.523205;0.1441
607.718613;0.14616
607.914021;0.14994
608.109428;0.14971
608.304836;0.15185
608.500244;0.15081
608.695652;0.15234
608.89106;0.15359
609.086468;0.15108
609.281876;0.15216
609.477284;0.1508
609.672692;0.1493
609.8681;0.14645
610.063508;0.1495
610.258915;0.14776
610.454323;0.14655
610.649731;0.14187
610.845139;0.1406
611.040547;0.14438
611.235955;0.14256
611.431363;0.14138
611.626771;0.13489
611.822179;0.13105
612.017587;0.13004
612.212995;0.13131
612.408403;0.12862
612.60381;0.12762
612.799218;0.12933
612.994626;0.13219
613.190034;0.12934
613.385442;0.13228
613.58085;0.1321
613.776258;0.13186
613.971666;0.12849
614.167074;0.1362
614.362482;0.13942
614.55789;0.1359
614.753298;0.13647
614.948705;0.13844
615.144113;0.14042
615.339521;0.14132
615.534929;0.13899
615.730337;0.14413
615.925745;0.1438
616.121153;0.14155
616.316561;0.1445
616.511969;0.1462
616.707377;0.14615
616.902785;0.14569
617.098192;0.14922
617.2936;0.14413
617.489008;0.14043
617.684416;0.13936
617.879824;0.1373
618.075232;0.13619
618.27064;0.1364
618.466048;0.13664
618.661456;0.1411
618.856864;0.13934
619.052272;0.13977
619.24768;0.13696
619.443087;0.13888
619.638495;0.13922
619.833903;0.13981
620.029311;0.14212
620.224719;0.14238
620.420127;0.14917
620.615535;0.14422
620.810943;0.14447
621.006351;0.14326
621.201759;0.14388
621.397167;0.14378
621.592574;0.13763
621.787982;0.14161
621.98339;0.14622
622.178798;0.1483
622.374206;0.14856
622.569614;0.15038
622.765022;0.15085
622.96043;0.14887
623.155838;0.14897
623.351246;0.14564
623.546654;0.13985
623.742062;0.14199
623.937469;0.1367
624.132877;0.12751
624.328285;0.12537
624.523693;0.12345
624.719101;0.12162
624.914509;0.11732
625.109917;0.1136
625.305325;0.11097
625.500733;0.11255
625.696141;0.11034
625.891549;0.11675
626.086957;0.11457
626.282364;0.11155
626.477772;0.10962
626.67318;0.11331
626.868588;0.11084
627.063996;0.11362
627.259404;0.11421
627.454812;0.11115
627.65022;0.1088
627.845628;0.10451
628.041036;0.10206
628.236444;0.10201
628.431851;0.10286
628.627259;0.09965
628.822667;0.10075
629.018075;0.10591
629.213483;0.098261
629.408891;0.099429
629.604299;0.091579
629.799707;0.094377
629.995115;0.092713
630.190523;0.08913
630.385931;0.089853
630.581339;0.086807
630.776746;0.088652
630.972154;0.089121
631.167562;0.090049
631.36297;0.087461
631.558378;0.085062
631.753786;0.081536
631.949194;0.089392
632.144602;0.087777
632.34001;0.087244
632.535418;0.083951
632.730826;0.084499
632.926234;0.086312
633.121641;0.083014
633.317049;0.087465
633.512457;0.092618
633.707865;0.084008
633.903273;0.085039
634.098681;0.089515
634.294089;0.092108
634.489497;0.094282
634.684905;0.092384
634.880313;0.098615
635.075721;0.096699
635.271128;0.097624
635.466536;0.099249
635.661944;0.10204
635.857352;0.097107
636.05276;0.097716
636.248168;0.094348
636.443576;0.096081
636.638984;0.10021
636.834392;0.096812
637.0298;0.089576
637.225208;0.093131
637.420616;0.092809
637.616023;0.089487
637.811431;0.082863
638.006839;0.087548
638.202247;0.08144
638.397655;0.088045
638.593063;0.086612
638.788471;0.084499
638.983879;0.088638
639.179287;0.082035
639.374695;0.08253
639.570103;0.077752
639.765511;0.079947
639.960918;0.078161
640.156326;0.081035
640.351734;0.079022
640.547142;0.086162
640.74255;0.090638
640.937958;0.082145
641.133366;0.083323
641.328774;0.079948
641.524182;0.090583
641.71959;0.079131
641.914998;0.083047
642.110405;0.084918
642.305813;0.078587
642.501221;0.088078
642.696629;0.077591
642.892037;0.078076
643.087445;0.082072
643.282853;0.081553
643.478261;0.069039
643.673669;0.066136
643.869077;0.058231
644.064485;0.074998
644.259893;0.060944
644.4553;0.068608
644.650708;0.067815
644.846116;0.063135
645.041524;0.062664
645.236932;0.063951
645.43234;0.052311
645.627748;0.057037
645.823156;0.065538
646.018564;0.064914
646.213972;0.058631
646.40938;0.058212
646.604787;0.052626
646.800195;0.060512
646.995603;0.063011
647.191011;0.062489
647.386419;0.053851
647.581827;0.054333
647.777235;0.054142
647.972643;0.06276
648.168051;0.052114
648.363459;0.05126
648.558867;0.062764
648.754275;0.05643
648.949682;0.056418
649.14509;0.060302
649.340498;0.063722
649.535906;0.059085
649.731314;0.06055
649.926722;0.073062
650.12213;0.056848
650.317538;0.078017
650.512946;0.057439
650.708354;0.057145
650.903762;0.06105
651.09917;0.068791
651.294577;0.065407
651.489985;0.058498
651.685393;0.071268
651.880801;0.063618
652.076209;0.066697
652.271617;0.05849
652.467025;0.066277
652.662433;0.067749
652.857841;0.075473
653.053249;0.078812
653.248657;0.053155
653.444064;0.05676
653.639472;0.061688
653.83488;0.071055
654.030288;0.063797
654.225696;0.08258
654.421104;0.060264
654.616512;0.068541
654.81192;0.067095
655.007328;0.052706
655.202736;0.075092
655.398144;0.069817
655.593552;0.074931
655.788959;0.050767
655.984367;0.055651
656.179775;0.068569
656.375183;0.057202
656.570591;0.054178
656.765999;0.048586
656.961407;0.065199
657.156815;0.062588
657.352223;0.069333
657.547631;0.074983
657.743039;0.075249
657.938447;0.058928
658.133854;0.067483
658.329262;0.083984
658.52467;0.059586
658.720078;0.092673
658.915486;0.061364
659.110894;0.067772
659.306302;0.073604
659.50171;0.044658
659.697118;0.055086
659.892526;0.045513
660.087934;0.054886
660.283341;0.06445
660.478749;0.061135
660.674157;0.075921
660.869565;0.073041
661.064973;0.03465
661.260381;0.04658
661.455789;0.030971
661.651197;0.059578
661.846605;0.060036
662.042013;0.062787
662.237421;0.064539
662.432829;0.095488
662.628236;0.062794
662.823644;0.04782
663.019052;0.058568
663.21446;0.063202
663.409868;0.081029
663.605276;0.071098
663.800684;0.06669
663.996092;0.079567
664.1915;0.052918
664.386908;0.061318
664.582316;0.056875
664.777723;0.090829
664.973131;0.0784
665.168539;0.065201
665.363947;0.11175
665.559355;0.085963
665.754763;0.08464
665.950171;0.065651
666.145579;0.083434
666.340987;0.060033
666.536395;0.044416
666.731803;0.065934
666.927211;0.069732
667.122618;0.10422
667.318026;0.10548
667.513434;0.075024
667.708842;0.096979
667.90425;0.089626
668.099658;0.10275
668.295066;0.071927
668.490474;0.097054
668.685882;0.10337
668.88129;0.070823
669.076698;0.056869
669.272106;0.083817
669.467513;0.075782
